,id,intitule,description,dateCreation,dateActualisation,romeCode,romeLibelle,appellationlibelle,typeContrat,typeContratLibelle,natureContrat,experienceExige,experienceLibelle,alternance,nombrePostes,accessibleTH,lieuTravail.libelle,entreprise.description,entreprise.entrepriseAdaptee,origineOffre.origine,origineOffre.urlOrigine,origineOffre.partenaires,langues,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.commune,entreprise.nom,permis,competences,dureeTravailLibelle,dureeTravailLibelleConverti,qualificationCode,qualificationLibelle,secteurActivite,secteurActiviteLibelle,offresManqueCandidats,lieuTravail.codePostal,entreprise.logo,salaire.commentaire,salaire.complement1,contact.nom,contact.coordonnees1,contact.courriel,salaire.libelle,entreprise.url,contact.urlPostulation,formations,qualitesProfessionnelles,complementExercice,salaire.complement2
10,9965646,DATA ANALYST RH (H/F),"Recherche: DATA ANALYST RH (H/F)
""UTILE aux PROS""
Chez BRICOMAN, être l'allié efficace des professionnels qui construisent, rénovent et entretiennent est notre ambition et ce qui nous anime au quotidien.
BRICOMAN est, en quelques années, devenue un acteur majeur dans la distribution professionnelle de matériaux de construction.
Avec plus de 2300 collaborateurs et près de 40 points de vente en France, BRICOMAN poursuit son développement national comme à l'étranger.
BRICOMAN peut compter sur la force d'un groupe, ADEO : 3e acteur mondial sur le marché de l'habitat avec ses autres enseignes telles Leroy Merlin, Weldom, Zodio...
Être un acteur mondial de l'habitat, ça n'empêche pas la proximité ! Avoir un habitat sain, confortable, adapté à son environnement, c'est l'un des fondements du bien-être des hommes !
Ainsi nos offres et nos produits sont adaptés aux spécificités locales, aux besoins des habitants et aux méthodes utilisées par les professionnels.
Tu veux être ""UTILE AUX ... ",2022-02-28T17:46:12.000Z,2022-02-28T17:46:12.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - VILLENEUVE D ASCQ, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9965646,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/bricoman-8043/data-analyst-rh-43316129?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
11,9964676,DATA ANALYST (H/F),"Recherche: DATA ANALYST (H/F)
Le pôle Data & CRM au sein de la Direction de la Marque recherche un(e) Data Analyste en CDI à Faches-Thumesnil (59).Les missions seront les suivantes :- Passer en revue les sources de données, contrôler la fiabilité des données de notre entrepôt de données.- Création de tableaux de bord internationaux avec des outils de data visualisation.- Mise en place de tableaux de bord issus des données de l'alliance VALIUZ.- Diverses études concernent les clients, les produits, l'implémentation.- Accompagner les différents métiers marketing & commerciaux dans l'analyse et la prise de décisions permettant une optimisation des actions.- Accompagner les métiers pour plus d'autonomie dans l'utilisation des tableaux de bordsQualificationsD'une formation niveau Bac+5 dans le domaine des Statistiques avec une réelle motivation pour le secteur de la Distribution. 3 à 5 ans d'expérience sur un poste équivalent.Vous avez des compétences analytiques et un esprit de synthè... ",2022-02-28T17:43:05.000Z,2022-02-28T17:43:05.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée,False,1,False,59 - FACHES THUMESNIL, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9964676,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/electro-depot-7936/data-analyst-43317076?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.597964,3.070966,59220,,,,,,,,,,,,,,,,,,,,,,,,
12,9914160,Data analyst (H/F),"Description du poste :
""UTILE aux PROS""
Chez BRICOMAN, être l'allié efficace des professionnels qui construisent, rénovent et entretiennent est notre ambition et ce qui nous anime au quotidien.
BRICOMAN est, en quelques années, devenue un acteur majeur dans la distribution professionnelle de matériaux de construction.
Avec plus de 2300 collaborateurs et près de 40 points de vente en France, BRICOMAN poursuit son développement national comme à l'étranger.
BRICOMAN peut compter sur la force d'un groupe, ADEO : 3ème acteur mondial sur le marché de l'habitat avec ses autres enseignes telles Leroy Merlin, Weldom, Zodio...
Être un acteur mondial de l'habitat, ça n'empêche pas la proximité ! Avoir un habitat sain, confortable, adapté à son environnement, c'est l'un des fondements du bien-être des hommes !
Ainsi nos offres et nos produits sont adaptés aux spécificités locales, aux besoins des habitants et aux méthodes utilisées par les professionnels.
Tu veux être ""UTILE AUX PROS"" et vivre cette ""PASSION DU BATIMENT"" avec nous ? Rejoins nous !
Au sein de l'équipe RH Bricoman France, tu es en charge de la data RH.
Véritable business partner, tu recueilles, structures et analyses la data RH de l'entreprise pour permettre un pilotage data centric.
A ce titre :
oTu optimises ou crées les outils
oTu participes aux différents projets relatifs aux rapports RH (conception de rapports avec les équipes métier)
oTu produis et analyses des rapports et KPI RH (effectifs, turnover, TF1, masse salariale, .) pour le siège, les régions, les magasins, le groupe,.
otu contrôles et fiabilises la cohérence des données
Tu es également impliqué.e dans certains sujets SIRH.
Description du profil :
Tu es passionné.e par la data et motivé.e par le poste.
Tu as la double compétence data et RH et bénéficies d'une expérience réussie dans le domaine.
Rigoureux.se et à l'aise avec les chiffres, tu sais également donner du sens à la data auprès des opérationnels.
On te reconnaît le sens du service et un grand respect de la confidentialité.
Rejoins-nous ",2022-02-26T14:54:10.000Z,2022-02-26T14:54:10.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 3 An(s),False,1,False,59 - VILLENEUVE D ASCQ, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9914160,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-analyst-h-f-villeneuve-d-ascq-nord-pas-de-calais-distribution-commerce-de-detail-cdi-21371674', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
13,9844608,"DATA ANALYST  - CDI F/H - Système, réseaux, données (H/F)","Descriptif du poste:
Rattaché(e) à l'équipe SI, vous serez responsable de la qualité du traitement des données et serez en charge de/d' : 
-	Elaborer la stratégie, analysez, concevoir et développer le traitement des données pour les applications métiers éditées par notre client. 
-	S'assurer du bon comportement du traitement des données sur les environnements d'exécution ; 
-	Intervenir sur des projets stratégiques d'intégration d'ERP métier et sur le développement de connecteurs entre différents produits.
Le traitement des données sont multiples et peuvent porter sur : 
-	des migrations de données ; 
-	l'alimentation de systèmes BIG DATA ou décisionnels ;
-	la reprise de données ; 
-	la correction de données

Profil recherché:
De formation supérieure en informatique (Bac+4/5), vous disposez d'une expérience minimum de 3 ans sur un poste similaire et vous : 
-	Possédez de fortes connaissances des problématiques d'extraction, de transformation et de changement de données : 
-	Possédez de fortes connaissances des modèles conceptuels et physiques des données et de la Data Quality ; 
-	Avez une forte capacité d'analyse ; 
-	Maitrisez SQL (requêtage, optimisation de requêtes...) ; 
-	Avez des compétences sur un outil ETL du marché ; 
-	Avez des connaissances du monde du développement logiciel, des outils de gestion et de contrôle du code source ; 
-	Avez dans l'idéal une expérience dans le secteur de l'assurance et des mutuelles, ou le cas échéant, une volonté forte d'appréhender les problématiques métiers de ce secteur.
CDI - Métropole Lilloise - Rémunération selon expérience - Possibilité Mix Présentiel-Télétravail ",2022-02-25T14:59:38.000Z,2022-02-25T14:59:38.000Z,M1805,Études et développement informatique,Analyste réseau informatique,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 2 An(s),False,1,False,59 - LILLE,"Harry Hope, cabinet de recrutement accompagne candidats et entreprises dans leurs recherches des meilleures opportunités en France et à l'international. Afin de mieux répondre à vos enjeux, tous nos consultants sont spécialisés par secteur d'activité et zone géographique. \nConsultante en Recrutement spécialisée sur les métiers IT, je recrute pour le compte de mon client, UN DATA ANALYST H/F. Mon client est un éditeur de logiciels auprès des Courtiers, Assurances et Mutuelles un... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9844608,"[{'nom': 'APEC', 'url': 'https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/167734522W?xtor=AL-406', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/apec80.png'}]",,50.630992,3.045433,59350,HARRY HOPE,,,,,9,Cadre,78,Activités des agences de placement de main-d'œuvre,,,,A partir de 30 k€ brut annuel,,,,,,,,,,,
14,9806278,Data Analyst (F/H) (H/F),"Description du posteDans le domaine de la Grande Distribution, nous recherchons un(e) Data Analyst (F/H) pour une mission située à Lille.Vos missions seront les suivantes :
 - Assurer l'expertise fonctionnelle et technique sur les applications de l'Asset DataStore,
 - S'appuyer sur les méthodes Agile ,
 - Assurer le Run de l'Asset,
 - Produire les composants constituant le besoin initial, les maintenir et les faire évoluer en cohérence avec les architectures IT-CE et Communauté BPCE ,
 - Certifier la conformité de la solution au besoin utilisateur,
 - Faire évoluer les composants suite à des anomalies détectées.Pré-requis, qualification et responsabilitésDe formation Bac+5, vous justifiez de 3 ans d'expérience minimum sur un poste de Data Analyst (F/H) .
 - Vous connaissez idéalement Cloudera, Hadoop, Hive, HBase, HDFS, Spark, shell,Oracle, VTOM, UNIX, Python, ETL Stambia, Power AMC
 - Vous avez une bonne connaissance du cloud Azure / GCP
 - Vous possédez un niveau professionnel en anglais. ",2022-02-25T07:45:55.000Z,2022-02-25T07:45:55.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9806278,"[{'nom': 'CAREERBUILDER', 'url': 'https://www.lesjeudis.com/jobs/J3Q39F78GV5HVDJJMH4?siteid=int_FRpoleemploi&utm_source=pole_emploi&utm_medium=aggregator&utm_campaign=organic', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/careerbuilder80.png'}]",,50.62925,3.05726,59350,Celad,,,,,,,,,,,,,,,,,De ,,,,,,
15,9806172,Analyste/ Concepteur Data (F/H) (H/F),"Description du posteDans le domaine de la Grande Distribution, nous recherchons un Analyste/ Concepteur Data F/H pour une mission située à Lille.
 Vos aurez les missions suivantes :
 - Analyse des Besoins
 - Rédaction de spécificités fonctionnelles
 - Assurer le développement et la maintenance d'application DRB
 - Concevoir et fabriquer les chaines de traitements des données pour alimenter des DatamartsListe non exhaustivePré-requis, qualification et responsabilitésDe formation Bac+5, vous justifiez de 3 ans d'expérience minimums sur un poste similaire.
 - Vous maitrisez les solutions d'intégration de données ODI ou STAMBIA
 - Vous maitrisez le langage SQL et le logiciel de conception Power AMC
 - Vous avez des connaissances du SID Mysys et de l'ordonnanceur VTOM
 - Vous travaillé dans un environnement Unix/Linux ou WindowsLa maitrise de l'Anglais est indispensable ",2022-02-25T07:45:35.000Z,2022-02-25T07:45:35.000Z,M1403,Études et prospectives socio-économiques,Data analyst,CDI,Contrat à durée indéterminée,Contrat travail,E,Expérience exigée de 1 An(s),False,1,False,59 - LILLE, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9806172,"[{'nom': 'CAREERBUILDER', 'url': 'https://www.lesjeudis.com/jobs/J3T5TV6KY3VV3CR8M9W?siteid=int_FRpoleemploi&utm_source=pole_emploi&utm_medium=aggregator&utm_campaign=organic', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/careerbuilder80.png'}]",,50.62925,3.05726,59350,Celad,,,,,,,,,,,,,,,,,De ,,,,,,
16,9781622,Data scientist (H/F),"Description du poste :
Au sein de la direction Territoriale d' Enedis sur le territoire 59, votre activité consistera à:
- Comprendre les enjeux métiers et fournir une aide à la décision à travers des recommandations
- Explorer les données et comprendre leur potentiel pour créer de la valeur
- Déterminer la bonne technique d'approche et d'analyse pour chaque donnée
- Modélisation statistique pour répondre aux problématiques
- Donner du sens et de la valeur aux données étudiées
- Analyser les données et comprendre les résultats
- Développer des outils de dataviz ou de valorisation des données de consommation et de production d'électricité en accompagnant les projets énergétiques et climat des collectivités locales soutenus par Enedis
- Développer et travailler sur des outils informatiques spécifiques (TABLO, Interfaces WEB)
Les défis vous intéressent, vous souhaitez une formation de qualité et apporter votre contribution au projet majeur d'Enedis.
Venez nous rejoindre !
Vous pourrez bénéficier de:
- Aides financières sous conditions (logement, mutuelle, transports, permis, restauration méridienne au tarif le plus bas.)
- Prime d'intéressement avec possibilité d'abondement
- 30 jours de congés payés par an, (quel que soit le type de contrat) + 5 jours de congés accordés pour les révisions
- Comité d'entreprise (vacances, culturel...)
Indépendante, Enedis délivre la même qualité de service aux fournisseurs d'énergie.Comme le prévoit la loi, elle a établi un code de bonne conduite auquel ses collaborateurs sont formes afin d'en respecter les principes et engagements au quotidien.
Description du profil :
Vous êtes ou serez titulaire à le rentrée 2022 d'une première année de BUT Statistique et Informatique Décisionnelle (STID).
Vous souhaitez intégrer un BUT STID en alternance pour une durée de 2 ans.
Vos atouts:
- Vous maitrisez le langage informatique historique et normé pour l'analyse de l'exploitation des données
- Vous disposez des notions dans les calculs statistiques
- Vous savez utiliser les outils informatiques et vous avez des compétences pour prendre en charge le développement des données
- Vous faites preuve de curiosité, de créativité et d'adaptation.
- Vous aimez travailler en équipe et dans la bienveillance
Conformément aux engagements pris par Enedis en faveur de l'intégration des personnes en situation de handicap, cet emploi est ouvert à toutes et à tous sous réserve de l'accord de la médecine du travail. ",2022-02-24T21:02:57.000Z,2022-02-24T21:02:57.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDD,Contrat à durée déterminée - 24 Mois,Contrat apprentissage,D,Débutant accepté,True,1,False,59 - LA MADELEINE,"Enedis est une entreprise de service public, gestionnaire du réseau de distribution d'électricité. Elle développe, exploite, modernise le réseau électrique et gère les données associées. Elle facilite la transition énergétique des territoires en les accompagnant dans le développement et la planification de leur production d'électricité d'origine renouvelable. Ses 39 000 collaborateurs assurent chaque jour les raccordements des clients, le dépannage 24h/24, le relevé des compt... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9781622,"[{'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-data-scientist-h-f-la-madeleine-nord-pas-de-calais-energie-alternance-apprentissage-21338738', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png'}]",,50.655147,3.069899,59368,,,,,,,,,,,,,,,,,,"Mensuel de 690,00 Euros ï¿½ 1603,00 Euros",,,,,,
17,9768836,DATA SCIENTIST (H/F),"Recherche: DATA SCIENTIST (H/F)
QUI SOMMES-NOUS
SUEZ Eau France propose des solutions de gestion du grand cycle de l'eau : protection de la ressource et des milieux naturels, production d'eau potable, dépollution des eaux usées, gestion performante du patrimoine réseau ainsi que des solutions smart pour optimiser les usages et préserver durablement la ressource en eau. Les équipes de cette activité contribuent aux métiers et services de proximité, de l'exploitation d'usines et de réseaux, d'ingénierie sociale et environnementale jusqu'à la gestion de la relation clientèle.
VOTRE MISSION
Identifier des outils d'analyses Définir des solutions de stockage des
données Construire une méthode et des outils pour
une maîtrise des volumes d'eau potable produits, livrés au réseau, facturés
et perdus : Cartographier les données disponibles depuis les bases clientèles aux données d'exploitation des usines de production d'eau potable et des réseaux de distribution. Elaborer des méthodes et de... ",2022-02-24T17:00:57.000Z,2022-02-24T17:00:57.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - VILLENEUVE D ASCQ, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9768836,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/suez-france-8043/data-scientist-42992372?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.637916,3.147134,59009,,,,,,,,,,,,,,,,,,,,,,,,
18,9768364,ASSISTANT DATA MANAGER (H/F),"Recherche: ASSISTANT DATA MANAGER (H/F)
GROUPE DESENFANS - SOROFI
Groupe familial avec 37 implantations sur les régions Hauts de France, Ile de France et Rhône-Alpes-Auvergne, acteur majeur de la distribution professionnelle en second oeuvre du bâtiment (chauffage, sanitaire, plomberie, électricité, couverture, menuiserie, outillage, quincaillerie, EPI...) recherche dans le cadre de son fort développement :
Un assistant data manager H/F pour son siège de Cambrai (59)
Vos missions :
Rattaché(e) au service digital du groupe Desenfans Sorofi vous interviendrez sur l'ensemble des enseignes. Vous aurez la charge de la rédaction et de l'organisation de contenus afin de générer les supports commerciaux et d'alimenter plusieurs sites e-commerce. Vous serez également le garant de l'intégrité du contenu existant et devrez veiller à sa mise à jour (descriptifs, fiches techniques, photos...).
Proactif(ve) et volontaire, votre aisance relationnelle vous permettra d'évoluer facilement auprè... ",2022-02-24T16:59:33.000Z,2022-02-24T16:59:33.000Z,M1604,Assistanat de direction,Assistant / Assistante de manager,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - CAMBRAI, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9768364,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/desenfans-8043/assistant-data-manager-42992376?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.17263,3.240712,59122,,,,,,,,,,,,,,,,,,,,,,,,
19,9767527,CHEF DE PROJET DATA - PRODUCT OWNER (H/F),"Recherche: CHEF DE PROJET DATA - PRODUCT OWNER (H/F)
Alphéa Conseil, ce sont 15 années d'existence, 14 agences, plus de 400 recrutements par an, 85% de satisfaction client, et 90% de satisfactions candidats. Notre cabinet de conseil en recrutement et stratégie intervient dans plusieurs secteurs d'activité dont certains avec une expertise reconnue comme la distribution, le retail, l'industrie ou l'agroalimentaire.
Alphéa Conseil est le spécialiste du recrutement des cadres dirigeants et du middle management. Notre expertise, notre proximité et notre exigence font de nous un acteur incontournable de votre recrutement en France et à l'international.
Chacun de nos dirigeants à plus de 15 ans d'expertise de votre domaine.
Notre objectif : réaliser votre recrutement avec notre supplément d'âme.
Vous êtes curieux de comprendre ce que cela signifie ? Alors n'hésitez plus et contactez-nous, nous avons votre futur job ou votre futur collaborateur !
Notre client est un groupe privé et in... ",2022-02-24T16:57:01.000Z,2022-02-24T16:57:01.000Z,M1703,Management et gestion de produit,Chef de produit,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - ROUBAIX, ,False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9767527,"[{'nom': 'JOBINTREE', 'url': 'https://www.jobintree.com/offre-emploi/alphea-conseil-8043/chef-projet-data-product-owner-42992820?utm_source=pole-emploi&utm_medium=flux-offres&utm_campaign=partenaire', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobintree80.png'}]",,50.688472,3.183681,59512,,,,,,,,,,,,,,,,,,,,,,,,
20,9687083,"Data Scientist F/H - Système, réseaux, données (H/F)","Descriptif du poste:

Web Transition recrute un Data Scientist H/F, en  Métropole Lilloise.
¿ Vos missions : 
Votre mission principale consiste à mettre en place et à accompagner les projets data, ainsi qu'à répondre aux différentes problématiques et besoins métiers.
Vous travaillez sur les problématiques e-commerce et marketing clients via des analyses de données et des modélisations, afin de renforcer la connaissance du marché et du portefeuille clients. Vous collaborez étroitement avec l'équipe data interne (Data Scientist, Data Analyst, Data Engineer) ainsi qu'avec l'équipe marketing. 
Vous aurez pour principales missions :
·        L'analyse et l'exploitation des données en grande quantité ;
·        La définition des modèles prédictifs et des algorithmes d'analyses des données, ainsi que leur mise en production ;   
·        La collecte, la structuration, le croisement et la restitution via des dashboards des données ;
·        L'automatisation de reporting ;
·        L'identification des risques et analyse d'impact ;
·        L'optimisation de la segmentation client à l'aide des statistiques ;
·        La mise en place des infrastructures Big Data pour traiter les données ;
·        L'analyse des résultats et la proposition des solutions.
 
¿ Rejoindre Web Transition, c'est.
·        Rejoindre une société en pleine croissance !
·        Intervenir auprès d'entreprises renommées sur des missions variées ;
·        Gagner en expertise, et évoluer tout au long de ses missions !

Profil recherché:

¿ Votre profil :
·        Issu d'une formation bac+5 (université, école d'ingénieurs ou école de commerce avec spécialisation en informatique/statistiques/mathsématiques/économétrie/big data), vous justifiez d'une expérience d'au moins 3 ans sur un poste similaire dans le domaine du e-commerce ;  
·        Vous maîtrisez les méthodes statistiques et leurs applications opérationnelles ; 
·        Vous maîtrisez les langages de traitement de données (Python, R, SQL, ou encore Spark) ;
·        Vous avez une connaissance approfondie des technologies et services cloud (GCP, Azure) ;
·        Vous avez d'excellentes capacités de communication et de vulgarisation.  ",2022-02-23T08:44:54.000Z,2022-02-23T08:44:54.000Z,M1403,Études et prospectives socio-économiques,Data scientist,CDI,Contrat à durée indéterminée,Contrat travail,D,Débutant accepté,False,1,False,59 - LILLE,"\n Implantés à Paris et à Lille, chaque jour et depuis 10 ans, ce sont 70 consultants Web Transition qui interviennent auprès de nos clients dans le développement de leurs activités digitales.\nNous avons rejoint le Groupe MoOngy (5000 personnes) comme la filiale reconnue dans la Transformation Digitale et le E-commerce.\n\nDans les secteurs du retail, du luxe, de la banque & assurance et des services, nos Consultants accompagnent nos clients grâce à leurs expertises en Digital Mark... ",False,2,https://candidat.pole-emploi.fr/offres/recherche/detail/9687083,"[{'nom': 'APEC', 'url': 'https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/167697669W?xtor=AL-406', 'logo': 'https://www.pole-emploi.fr/static/img/partenaires/apec80.png'}]",,50.630992,3.045433,59350,WEB-TRANSITION,,,,,9,Cadre,62,Conseil en systèmes et logiciels informatiques,,,,A négocier,,,,,,,,,,,
